accuracy,wpm,game_num,time,racers_num,points
0.98,117.64,1150,2021-06-20T17:53:57Z,5,74.51
0.98,102.09,1149,2021-06-20T17:53:22Z,5,57.85
0.99,113.64,1148,2021-06-20T17:51:57Z,5,64.39
0.98,116.1,1147,2021-06-20T17:40:27Z,5,123.84
0.98,104.48,1146,2021-06-20T17:26:54Z,4,170.65
0.97,101.19,1145,2021-06-20T17:14:16Z,3,102.88
0.99,118.33,1144,2021-06-20T17:13:08Z,4,98.61
0.97,105.96,1143,2021-06-20T16:08:34Z,5,67.11
0.98,115.5,1142,2021-06-20T16:07:59Z,5,61.6
0.97,115.33,1141,2021-06-20T16:07:26Z,5,69.2
0.98,108.44,1140,2021-06-20T15:46:24Z,4,242.18
0.98,119.1,1139,2021-06-20T15:44:42Z,5,168.72
0.97,94.09,1138,2021-06-20T15:24:24Z,4,111.34
0.98,115.4,1137,2021-06-20T15:23:18Z,5,98.09
0.98,109.95,1136,2021-06-20T15:22:40Z,5,82.46
0.97,104.32,1135,2021-06-20T15:22:03Z,5,177.34
0.97,107.52,1134,2021-06-20T15:19:41Z,4,53.76
0.97,107.76,1133,2021-06-20T15:19:08Z,5,62.86
0.98,110.43,1132,2021-06-20T15:17:54Z,4,167.48
0.98,106.66,1131,2021-06-20T15:16:45Z,5,115.54
0.99,112.6,1130,2021-06-20T15:15:58Z,4,52.55
0.97,109.21,1129,2021-06-20T15:15:27Z,5,125.6
0.98,109.75,1128,2021-06-19T20:16:39Z,4,54.87
0.98,100.42,1127,2021-06-19T20:14:52Z,5,107.11
0.98,112.04,1126,2021-06-19T20:13:54Z,4,84.03
0.98,109.06,1125,2021-06-19T20:13:10Z,5,181.77
0.99,115.55,1124,2021-06-19T20:12:01Z,4,109.77
0.97,96.24,1123,2021-06-19T20:04:00Z,5,44.91
0.98,117.42,1122,2021-06-19T18:01:44Z,4,113.51
0.96,94.9,1121,2021-06-19T18:01:06Z,5,45.87
0.98,110.95,1120,2021-06-19T02:44:18Z,5,109.1
0.98,116.07,1119,2021-06-19T02:41:35Z,4,88.99
0.97,101.92,1118,2021-06-19T02:38:59Z,5,78.14
1,130.73,1117,2021-06-19T02:38:15Z,3,65.37
0.99,113.25,1116,2021-06-19T02:37:42Z,3,177.43
0.99,105.92,1115,2021-06-19T02:36:41Z,5,132.4
0.98,115.12,1114,2021-06-19T02:35:47Z,5,145.82
0.98,111.12,1113,2021-06-19T02:34:07Z,4,100
0.96,106.22,1112,2021-06-19T02:33:25Z,5,74.36
0.96,102.68,1111,2021-06-19T02:32:50Z,4,82.14
0.98,111.21,1110,2021-06-19T02:31:47Z,3,96.38
1,122.74,1109,2021-06-19T02:30:59Z,5,77.74
0.99,116.74,1108,2021-06-19T02:30:27Z,5,89.5
0.99,123.27,1107,2021-06-19T02:29:51Z,3,82.18
1,127.8,1106,2021-06-19T02:29:16Z,5,200.21
0.98,112.73,1105,2021-06-19T01:44:20Z,5,41.33
0.96,101.83,1104,2021-06-18T23:58:25Z,5,79.77
0.97,93.59,1103,2021-06-18T23:56:52Z,5,45.23
0.96,97.78,1102,2021-06-18T23:50:59Z,5,123.85
0.99,109.29,1101,2021-06-18T23:47:17Z,4,92.9
0.98,114.84,1100,2021-06-18T23:46:19Z,4,107.19
0.98,94.14,1099,2021-06-18T23:45:37Z,5,48.64
0.98,116.23,1098,2021-06-18T22:49:01Z,3,87.18
0.98,106.78,1097,2021-06-18T22:48:24Z,5,69.41
0.99,124.22,1096,2021-06-18T22:46:47Z,5,60.04
0.98,108.07,1095,2021-06-18T22:46:21Z,5,124.29
0.98,112.24,1094,2021-06-18T22:44:21Z,4,102.89
0.98,120.83,1093,2021-06-18T22:42:55Z,5,116.81
0.97,104.08,1092,2021-06-18T22:42:01Z,4,76.33
0.98,111.54,1091,2021-06-18T22:41:02Z,5,61.35
0.98,107.48,1090,2021-06-18T22:40:28Z,5,132.56
1,121.33,1089,2021-06-18T22:39:30Z,5,82.91
0.98,108.01,1088,2021-06-18T22:35:17Z,4,95.41
0.99,122.25,1087,2021-06-18T22:34:31Z,5,83.54
0.99,120.61,1086,2021-06-18T22:33:30Z,5,88.44
0.99,107.7,1085,2021-06-18T22:30:35Z,5,84.36
0.97,107.36,1084,2021-06-18T22:29:10Z,3,68
0.97,109.03,1083,2021-06-18T19:26:18Z,5,67.24
0.96,100.95,1082,2021-06-18T15:47:50Z,3,72.35
0.98,113.46,1081,2021-06-18T14:23:35Z,5,121.02
0.96,95.67,1080,2021-06-18T12:59:39Z,5,90.89
0.99,97.92,1079,2021-06-18T04:06:27Z,5,40.8
0.99,121.3,1078,2021-06-18T04:05:05Z,5,99.06
0.98,118.78,1077,2021-06-18T04:02:20Z,4,61.37
0.99,115.29,1076,2021-06-18T03:48:02Z,4,73.02
0.99,124.08,1075,2021-06-18T03:43:11Z,4,111.67
0.99,128.21,1074,2021-06-18T03:42:32Z,3,141.03
0.99,104.58,1073,2021-06-18T03:40:13Z,4,66.23
0.98,110.3,1072,2021-06-18T03:39:33Z,5,117.65
0.98,110.54,1071,2021-06-18T03:36:50Z,5,132.65
0.98,111.41,1070,2021-06-18T03:35:48Z,5,135.55
0.98,110.98,1069,2021-06-18T03:33:50Z,4,234.9
0.99,128.79,1068,2021-06-18T03:32:21Z,5,130.94
0.97,105.26,1067,2021-06-18T03:31:35Z,3,87.71
0.98,112.45,1066,2021-06-18T03:30:18Z,4,95.59
0.97,117.53,1065,2021-06-18T03:29:43Z,5,97.94
0.98,118.5,1064,2021-06-18T03:28:06Z,5,88.87
0.98,116.53,1063,2021-06-18T03:26:09Z,5,64.09
0.98,109.46,1062,2021-06-18T01:21:30Z,5,125.88
0.98,103.15,1061,2021-06-18T01:20:42Z,5,75.64
0.98,112.03,1060,2021-06-18T01:20:01Z,5,102.69
0.97,109.06,1059,2021-06-18T01:19:16Z,5,85.43
0.98,106.33,1058,2021-06-18T01:18:36Z,4,127.6
0.98,99.76,1057,2021-06-18T01:17:41Z,4,91.44
0.98,111.04,1056,2021-06-18T01:16:51Z,5,90.68
0.98,105.41,1055,2021-06-18T01:16:05Z,4,282.86
0.97,110.69,1054,2021-06-18T01:14:12Z,5,68.26
0.96,98.06,1053,2021-06-18T00:55:44Z,4,47.4
0.98,113.59,1052,2021-06-18T00:53:48Z,5,81.41
0.98,112.62,1051,2021-06-18T00:53:03Z,4,127.64
0.97,94.79,1050,2021-06-17T23:51:50Z,4,61.62
0.96,101.5,1049,2021-06-17T23:51:06Z,5,71.05
0.99,128.5,1048,2021-06-17T23:50:34Z,4,96.37
0.98,109.09,1047,2021-06-17T23:50:09Z,5,156.36
0.99,117.55,1046,2021-06-17T23:48:44Z,5,88.16
0.99,115.6,1045,2021-06-17T23:46:52Z,5,102.11
0.98,109.86,1044,2021-06-17T23:46:15Z,5,100.71
0.97,104.42,1043,2021-06-17T23:44:07Z,5,73.09
0.97,106.57,1042,2021-06-17T21:51:17Z,5,101.24
0.98,109.17,1041,2021-06-17T21:47:49Z,4,109.17
0.98,109.4,1040,2021-06-17T21:46:54Z,5,140.4
1,132.96,1039,2021-06-17T21:41:32Z,5,121.88
0.98,104.27,1038,2021-06-17T19:45:52Z,5,64.3
0.98,114.29,1037,2021-06-17T03:38:30Z,5,87.62
0.97,95.62,1036,2021-06-17T03:34:52Z,5,98.81
0.98,112.37,1035,2021-06-17T03:34:04Z,4,50.57
0.98,111.36,1034,2021-06-16T20:37:51Z,5,79.81
0.98,113.76,1033,2021-06-16T20:37:11Z,5,182.02
0.97,103.84,1032,2021-06-16T20:33:40Z,5,86.54
0.98,112.09,1031,2021-06-16T20:32:55Z,4,100.88
0.99,119.43,1030,2021-06-16T20:32:14Z,3,101.51
0.98,106.68,1029,2021-06-16T20:31:35Z,5,85.34
0.99,116.19,1028,2021-06-16T20:30:57Z,5,75.52
0.98,99.05,1027,2021-06-16T20:29:45Z,3,77.59
0.98,109.01,1026,2021-06-16T20:29:01Z,4,81.76
0.97,100.92,1025,2021-06-16T20:28:17Z,5,90.83
0.98,124.2,1024,2021-06-16T20:27:26Z,4,105.57
0.99,112.04,1023,2021-06-16T20:26:48Z,5,93.37
0.96,98.89,1022,2021-06-16T20:26:05Z,5,69.23
0.99,119.23,1021,2021-06-16T20:25:22Z,5,139.1
0.98,103.3,1020,2021-06-16T20:24:35Z,4,75.75
0.99,124.45,1019,2021-06-16T20:23:52Z,5,70.52
0.98,104.69,1018,2021-06-16T20:23:22Z,5,45.37
0.98,110.12,1017,2021-06-16T20:22:52Z,5,80.75
0.98,104.63,1016,2021-06-16T20:21:36Z,4,132.53
0.97,101.77,1015,2021-06-16T17:52:06Z,5,81.42
0.98,106.57,1014,2021-06-16T17:51:23Z,5,76.37
0.99,114.24,1013,2021-06-16T17:50:25Z,5,60.93
0.98,113.04,1012,2021-06-16T17:49:50Z,5,79.13
0.99,125.19,1011,2021-06-16T16:45:16Z,5,62.59
0.99,107.51,1010,2021-06-16T16:44:47Z,5,69.88
0.99,117.87,1009,2021-06-16T16:44:12Z,5,82.51
0.98,104.86,1008,2021-06-16T16:43:18Z,5,83.89
0.98,116.35,1007,2021-06-16T16:42:22Z,5,89.2
0.98,110.09,1006,2021-06-16T16:41:45Z,4,121.1
0.98,103.65,1005,2021-06-16T16:38:13Z,5,58.74
0.99,122.73,1004,2021-06-16T16:01:59Z,5,73.64
0.98,107.8,1003,2021-06-16T02:21:36Z,4,154.51
0.98,115.13,1002,2021-06-16T02:20:39Z,5,118.97
0.98,102.26,1001,2021-06-16T02:19:49Z,5,49.43
0.98,107.74,1000,2021-06-15T23:02:34Z,4,70.03
1,122.03,999,2021-06-15T16:22:34Z,5,87.46
0.99,113.11,998,2021-06-15T01:28:54Z,5,147.04
0.98,113.36,997,2021-06-15T01:26:44Z,5,88.8
0.98,104.47,996,2021-06-14T22:08:56Z,5,85.31
1,114.34,995,2021-06-14T22:08:10Z,5,80.04
1,137.21,994,2021-06-14T19:45:25Z,5,29.73
0.97,97.55,993,2021-06-14T19:45:09Z,4,102.43
0.98,106,992,2021-06-14T19:44:14Z,5,120.14
1,139.5,991,2021-06-14T19:43:20Z,5,106.95
0.98,111.8,990,2021-06-14T19:42:14Z,5,81.99
0.98,113.69,989,2021-06-14T19:41:38Z,5,75.8
0.98,115.94,988,2021-06-14T19:41:05Z,5,90.82
0.99,97.27,987,2021-06-14T19:40:24Z,5,40.53
0.98,104.16,986,2021-06-14T19:39:47Z,5,126.73
0.98,110.12,985,2021-06-14T19:38:49Z,5,128.48
0.99,117.87,984,2021-06-14T19:35:14Z,5,92.33
0.99,122.07,983,2021-06-14T19:34:30Z,5,162.76
0.98,100.84,982,2021-06-14T12:44:22Z,5,105.88
0.98,114.36,981,2021-06-11T02:28:26Z,5,81.96
0.99,111.99,980,2021-06-11T01:03:24Z,4,74.66
0.99,119.36,979,2021-06-10T22:22:20Z,2,99.46
0.98,106.72,978,2021-06-10T22:20:05Z,5,90.72
1,118.62,977,2021-06-10T22:17:42Z,5,65.24
0.98,107.12,976,2021-06-10T18:23:36Z,5,116.04
0.98,106.02,975,2021-06-10T18:22:19Z,5,58.31
0.97,112.25,974,2021-06-10T18:21:14Z,5,95.41
0.99,118.66,973,2021-06-10T18:19:25Z,5,102.84
0.99,122.78,972,2021-06-10T18:18:45Z,5,100.27
0.99,113.85,971,2021-06-10T18:16:59Z,5,100.57
0.98,115.12,970,2021-06-10T18:16:21Z,5,107.44
0.98,110.03,969,2021-06-10T18:15:00Z,4,69.68
0.99,122.4,968,2021-06-10T18:10:37Z,5,112.2
0.99,106.18,967,2021-06-10T18:09:58Z,4,28.32
0.99,114.72,966,2021-06-10T17:37:20Z,5,59.27
0.98,112.94,965,2021-06-10T17:32:15Z,5,79.06
0.99,110.77,964,2021-06-10T17:26:02Z,5,68.31
0.99,112.92,963,2021-06-10T14:33:49Z,5,114.81
0.97,90.64,962,2021-06-09T19:20:29Z,5,107.26
0.98,116.89,961,2021-06-09T19:19:14Z,5,95.46
0.98,104.99,960,2021-06-08T03:09:00Z,5,96.24
0.98,111.56,959,2021-06-08T03:07:06Z,5,117.14
0.98,104,958,2021-06-08T03:06:18Z,5,55.47
0.99,112.4,957,2021-06-08T03:05:43Z,5,74.94
0.96,99.83,956,2021-06-07T12:42:40Z,4,61.56
0.98,114.28,955,2021-06-06T01:24:04Z,4,125.7
0.98,107.1,954,2021-06-06T01:21:45Z,5,132.09
0.98,115.59,953,2021-06-06T01:20:48Z,5,96.33
0.98,105.25,952,2021-06-06T01:20:11Z,5,71.92
0.98,117.66,951,2021-06-06T01:19:32Z,5,56.87
0.97,112.5,950,2021-06-06T01:19:04Z,4,112.5
0.98,117.43,949,2021-06-06T01:18:15Z,5,91.99
0.97,105.67,948,2021-06-06T01:17:36Z,4,56.36
0.98,103.05,947,2021-06-06T01:17:02Z,5,77.29
0.98,101.77,946,2021-06-06T01:13:51Z,5,50.88
0.96,98.4,945,2021-06-06T01:13:21Z,5,49.2
0.97,94.47,944,2021-06-06T01:12:46Z,3,67.71
0.98,113.58,943,2021-06-06T01:12:04Z,4,71.94
0.98,109.98,942,2021-06-06T01:11:31Z,5,71.49
0.97,109.89,941,2021-06-05T17:49:45Z,5,87.91
0.98,109.1,940,2021-06-05T17:47:36Z,5,134.56
0.98,103.84,939,2021-06-05T03:29:37Z,4,169.61
0.98,101.96,938,2021-06-05T02:30:59Z,5,84.96
0.98,107.23,937,2021-06-04T21:08:16Z,5,55.4
0.98,102.55,936,2021-06-04T15:52:42Z,4,194.85
0.99,108.13,935,2021-06-04T12:54:59Z,5,70.29
0.98,108.88,934,2021-06-04T12:54:26Z,5,54.44
0.98,108.82,933,2021-06-04T12:53:44Z,5,74.36
0.98,110.29,932,2021-06-04T12:49:04Z,5,113.96
0.98,102.26,931,2021-06-04T12:47:15Z,5,76.69
0.97,95.77,930,2021-06-04T12:37:33Z,5,67.04
0.98,107.95,929,2021-06-04T12:36:48Z,4,71.96
0.98,102.85,928,2021-06-03T02:42:34Z,3,68.57
0.98,111.53,927,2021-06-02T19:12:38Z,4,96.66
0.98,108.39,926,2021-06-01T22:27:07Z,4,99.36
0.99,135.68,925,2021-06-01T22:18:03Z,5,108.54
0.99,125.87,924,2021-06-01T22:16:20Z,5,134.26
0.99,114.53,923,2021-06-01T22:09:03Z,5,221.43
0.97,95.86,922,2021-06-01T22:07:51Z,5,59.12
0.98,107.41,921,2021-06-01T22:05:27Z,5,53.71
0.97,95.38,920,2021-06-01T20:33:44Z,5,63.59
0.97,101.6,919,2021-06-01T12:58:32Z,4,104.98
0.98,110.84,918,2021-05-31T20:45:11Z,3,123.77
0.98,112.33,917,2021-05-31T20:38:47Z,5,73.01
0.99,109.44,916,2021-05-31T18:18:33Z,5,78.43
0.97,104.42,915,2021-05-31T18:17:54Z,5,69.61
0.98,104.89,914,2021-05-31T18:16:17Z,5,99.65
0.98,108.98,913,2021-05-31T00:49:13Z,5,103.53
0.97,104.48,912,2021-05-31T00:46:02Z,5,107.97
0.99,115.97,911,2021-05-31T00:44:34Z,4,148.83
1,122.27,910,2021-05-30T23:13:59Z,5,22.42
0.98,100.7,909,2021-05-30T23:13:07Z,5,87.27
0.97,93.07,908,2021-05-30T20:26:48Z,5,41.88
0.97,102.37,907,2021-05-30T20:22:16Z,5,56.3
0.98,100.59,906,2021-05-30T18:01:16Z,4,80.47
0.98,106.28,905,2021-05-30T18:00:27Z,4,162.96
0.97,105.05,904,2021-05-30T01:14:24Z,5,80.54
0.99,106.96,903,2021-05-30T01:12:54Z,5,106.96
0.99,114.68,902,2021-05-30T01:12:11Z,4,177.75
0.98,103.15,901,2021-05-30T01:11:08Z,3,41.26
0.99,106.42,900,2021-05-29T22:37:07Z,5,115.29
0.98,112.49,899,2021-05-29T18:37:50Z,5,69.37
0.97,95.81,898,2021-05-29T18:37:14Z,5,68.66
0.98,103.01,897,2021-05-29T18:35:16Z,5,164.81
0.97,102.51,896,2021-05-28T20:46:50Z,5,58.09
0.96,97.52,895,2021-05-27T23:46:37Z,5,78.01
0.98,116.09,894,2021-05-27T23:45:51Z,5,94.81
1,135.18,893,2021-05-27T19:37:35Z,5,69.84
0.97,93.08,892,2021-05-27T19:35:34Z,5,85.32
0.99,118.08,891,2021-05-27T19:34:38Z,4,135.8
0.98,106.34,890,2021-05-27T03:08:54Z,5,111.66
0.99,112.13,889,2021-05-27T03:08:10Z,5,87.84
0.98,99.12,888,2021-05-27T03:07:26Z,5,97.47
0.98,107.98,887,2021-05-27T03:06:33Z,5,111.58
0.97,102.67,886,2021-05-27T03:05:08Z,5,61.6
0.98,113.87,885,2021-05-27T03:04:31Z,5,91.09
0.98,113.27,884,2021-05-26T19:02:33Z,4,111.38
0.97,99.19,883,2021-05-25T18:54:11Z,2,47.94
0.98,109.58,882,2021-05-25T18:52:49Z,2,82.18
0.96,90.96,881,2021-05-25T18:44:08Z,4,97.02
0.98,112.1,880,2021-05-25T18:43:05Z,5,80.34
0.97,101.87,879,2021-05-25T18:41:55Z,5,113.76
0.99,113.92,878,2021-05-25T18:41:01Z,5,60.76
0.98,111.9,877,2021-05-25T18:40:30Z,4,110.03
0.95,97.57,876,2021-05-25T18:39:45Z,5,76.43
0.97,117.41,875,2021-05-25T18:38:50Z,5,97.84
0.98,108.16,874,2021-05-25T18:38:14Z,4,64.9
0.98,105.36,873,2021-05-25T18:37:05Z,3,72
0.97,101.64,872,2021-05-25T18:36:29Z,5,128.74
0.99,118.74,871,2021-05-25T18:35:31Z,5,65.31
0.98,113.91,870,2021-05-25T18:34:55Z,5,115.81
0.99,116.32,869,2021-05-25T18:33:54Z,5,85.3
0.97,105.4,868,2021-05-25T18:33:17Z,5,70.27
0.97,103.95,867,2021-05-25T18:32:28Z,5,57.17
0.99,119.59,866,2021-05-25T18:31:50Z,5,81.72
0.96,96.81,865,2021-05-25T18:31:12Z,5,77.45
1,133.28,864,2021-05-25T18:30:31Z,5,71.08
0.98,113.19,863,2021-05-25T18:29:11Z,4,103.75
0.98,101.71,862,2021-05-25T15:50:23Z,4,103.4
0.98,114.37,861,2021-05-25T14:30:04Z,5,64.81
0.98,125.11,860,2021-05-25T14:29:32Z,5,83.41
0.98,100.47,859,2021-05-25T14:27:39Z,5,50.23
0.98,109.16,858,2021-05-25T14:27:02Z,4,83.69
0.99,108.89,857,2021-05-25T14:26:17Z,5,58.07
0.99,105.78,856,2021-05-25T14:24:15Z,5,91.68
0.97,107.18,855,2021-05-25T14:22:54Z,5,101.82
1,128.69,854,2021-05-25T14:22:06Z,5,64.35
0.98,103.24,853,2021-05-25T14:21:36Z,5,37.86
0.99,113.3,852,2021-05-25T14:19:06Z,5,67.98
0.98,112.06,851,2021-05-25T14:16:41Z,4,138.21
0.97,97.11,850,2021-05-25T14:15:44Z,5,76.07
0.99,127.12,849,2021-05-25T14:15:05Z,5,61.44
0.98,99.32,848,2021-05-25T14:14:30Z,5,76.14
0.98,113.43,847,2021-05-24T20:20:57Z,5,69.95
0.97,101.96,846,2021-05-24T02:17:29Z,5,95.16
0.98,100.42,845,2021-05-24T01:32:56Z,4,118.83
0.98,102.74,844,2021-05-23T22:28:53Z,5,102.74
1,133.15,843,2021-05-23T22:28:03Z,5,84.33
0.99,119.91,842,2021-05-23T22:27:33Z,5,73.95
0.99,118.24,841,2021-05-23T22:26:56Z,5,118.24
0.98,115.64,840,2021-05-23T22:26:13Z,5,79.02
0.99,127.16,839,2021-05-23T22:25:42Z,5,52.98
0.98,109.98,838,2021-05-23T22:23:34Z,5,122.81
0.99,116.72,837,2021-05-23T22:19:52Z,5,122.55
0.98,113.48,836,2021-05-23T22:16:54Z,5,45.39
0.98,111.97,835,2021-05-23T22:16:31Z,5,106.37
1,131.47,834,2021-05-23T20:07:36Z,4,28.49
0.99,125.81,833,2021-05-23T20:07:16Z,4,111.13
0.99,117.22,832,2021-05-23T20:06:38Z,5,144.58
0.97,103.99,831,2021-05-23T20:05:27Z,5,64.12
0.99,119.61,830,2021-05-23T20:04:49Z,5,59.8
0.98,101.41,829,2021-05-23T20:04:04Z,4,108.17
0.98,110.99,828,2021-05-23T20:02:53Z,3,103.59
0.98,107.78,827,2021-05-23T20:02:16Z,5,102.39
0.99,109.67,826,2021-05-23T20:01:33Z,3,137.08
0.99,126.13,825,2021-05-23T19:59:55Z,5,98.8
0.99,111.41,824,2021-05-23T00:36:54Z,4,124.41
0.96,107.16,823,2021-05-23T00:01:35Z,3,87.51
0.99,118.8,822,2021-05-23T00:00:51Z,5,122.76
0.97,100.93,821,2021-05-23T00:00:03Z,3,92.52
0.97,98.33,820,2021-05-22T23:59:12Z,5,47.53
0.99,128.19,819,2021-05-22T23:58:34Z,5,83.32
0.97,101.16,818,2021-05-22T19:37:23Z,5,72.5
0.99,118.84,817,2021-05-22T02:41:44Z,5,112.89
0.97,110.93,816,2021-05-22T02:17:59Z,5,92.44
0.98,110.97,815,2021-05-21T16:44:31Z,5,140.56
0.98,120.77,814,2021-05-21T16:41:39Z,5,56.36
0.98,120.79,813,2021-05-21T16:41:09Z,5,78.51
0.97,108.21,812,2021-05-21T16:40:34Z,5,68.53
0.97,103.49,811,2021-05-21T16:39:53Z,5,63.82
0.97,102.9,810,2021-05-21T16:39:15Z,5,164.64
0.97,119.97,809,2021-05-21T16:38:03Z,5,127.97
0.97,99.27,808,2021-05-21T16:37:14Z,5,51.29
0.98,124.99,807,2021-05-21T16:35:43Z,4,77.07
0.98,113.34,806,2021-05-21T16:35:14Z,5,100.12
0.98,109.55,805,2021-05-21T16:34:29Z,5,147.9
0.98,110.74,804,2021-05-21T16:33:14Z,5,108.89
0.98,112.15,803,2021-05-21T16:32:30Z,5,127.11
0.98,105.5,802,2021-05-21T16:31:30Z,4,158.25
0.98,112.11,801,2021-05-21T16:30:20Z,3,127.06
0.98,114.11,800,2021-05-21T16:29:20Z,5,125.52
0.99,126.53,799,2021-05-20T17:12:20Z,3,99.12
0.98,119.59,798,2021-05-20T17:10:54Z,3,109.63
0.97,98.29,797,2021-05-20T17:09:31Z,4,70.44
0.98,133.46,796,2021-05-20T17:08:04Z,4,86.75
0.97,102.13,795,2021-05-20T17:06:51Z,3,49.36
0.97,103.94,794,2021-05-20T17:05:29Z,2,88.35
0.96,83.61,793,2021-05-20T17:04:02Z,2,64.1
0.98,114.94,792,2021-05-20T17:02:30Z,2,74.71
0.95,76.21,791,2021-05-20T17:00:59Z,3,40.64
0.97,110.71,790,2021-05-20T16:59:26Z,3,86.72
0.99,103.47,789,2021-05-19T00:06:23Z,5,58.63
0.98,119.75,788,2021-05-19T00:05:55Z,4,73.85
0.99,101.34,787,2021-05-19T00:04:03Z,5,54.05
0.99,126.2,786,2021-05-18T23:37:44Z,5,33.65
0.98,102.48,785,2021-05-18T23:34:21Z,3,78.57
0.97,102.4,784,2021-05-18T23:33:27Z,4,85.33
0.99,127.84,783,2021-05-18T22:06:57Z,5,98.01
0.98,107.18,782,2021-05-18T18:15:54Z,5,53.59
0.98,112.54,781,2021-05-18T18:15:13Z,4,185.7
0.97,107.8,780,2021-05-18T18:14:03Z,5,52.1
0.99,116.57,779,2021-05-18T18:13:01Z,5,110.75
0.98,123.46,778,2021-05-18T18:12:20Z,5,74.07
0.97,106.86,777,2021-05-18T18:11:45Z,5,51.65
0.98,108.01,776,2021-05-18T18:11:13Z,3,162.01
1,124.37,775,2021-05-18T18:10:01Z,5,89.13
0.98,116.68,774,2021-05-18T18:09:21Z,4,77.79
0.98,112.2,773,2021-05-18T12:47:50Z,5,87.89
0.99,113.93,772,2021-05-18T12:33:27Z,5,70.26
0.97,99.31,771,2021-05-18T12:30:40Z,4,84.41
0.98,118.73,770,2021-05-17T22:46:26Z,4,51.45
0.97,107.41,769,2021-05-17T22:45:58Z,5,51.91
0.99,112.12,768,2021-05-17T20:31:59Z,4,84.09
0.99,109.34,767,2021-05-17T03:22:21Z,5,58.31
0.98,103.1,766,2021-05-17T01:55:23Z,5,80.76
0.98,108.01,765,2021-05-17T01:54:09Z,5,72.01
0.99,125.44,764,2021-05-17T01:45:45Z,5,96.17
0.99,118.62,763,2021-05-17T01:22:50Z,5,96.87
0.97,106.31,762,2021-05-17T00:09:59Z,5,63.79
0.99,118.08,761,2021-05-16T20:57:56Z,5,66.91
0.97,108.95,760,2021-05-16T20:57:21Z,4,212.45
0.99,125.38,759,2021-05-16T20:55:59Z,4,175.54
0.99,115.25,758,2021-05-16T20:54:03Z,2,119.09
0.99,102.56,757,2021-05-16T20:52:48Z,5,44.44
0.99,128.17,756,2021-05-16T20:52:01Z,5,85.44
0.98,113.87,755,2021-05-16T20:51:28Z,4,134.75
0.98,120.75,754,2021-05-16T20:50:30Z,4,86.54
0.98,108.08,753,2021-05-16T20:49:50Z,3,48.64
0.98,106.51,752,2021-05-16T20:48:09Z,5,74.56
0.98,111.8,751,2021-05-16T20:47:31Z,3,76.4
0.98,108.12,750,2021-05-16T20:46:22Z,5,162.17
0.99,117.38,749,2021-05-16T17:08:23Z,5,78.26
1,135.4,748,2021-05-16T17:02:44Z,5,135.4
0.99,131.88,747,2021-05-16T17:01:59Z,5,70.34
0.97,89.57,746,2021-05-16T16:23:06Z,5,35.83
0.99,119.02,745,2021-05-16T16:22:35Z,4,109.1
0.99,109.09,744,2021-05-16T16:21:42Z,5,87.27
0.97,100.26,743,2021-05-16T15:54:42Z,4,152.06
0.97,103.31,742,2021-05-16T14:46:10Z,2,94.7
0.99,117.76,741,2021-05-16T01:45:36Z,5,76.54
0.98,110.09,740,2021-05-15T22:51:15Z,5,111.92
0.97,100.98,739,2021-05-15T22:50:27Z,5,55.54
0.98,122.44,738,2021-05-15T22:49:49Z,4,116.32
0.99,107.55,737,2021-05-15T22:48:55Z,5,71.7
0.98,110.76,736,2021-05-15T22:48:14Z,4,114.45
0.99,125.51,735,2021-05-15T22:47:25Z,4,108.78
0.98,112.99,734,2021-05-15T22:46:47Z,5,73.44
0.98,106.41,733,2021-05-15T22:46:07Z,5,92.22
0.99,118.6,732,2021-05-15T22:45:24Z,5,81.05
0.99,113.84,731,2021-05-15T22:44:04Z,4,75.89
0.98,103.08,730,2021-05-15T22:43:28Z,5,96.2
0.97,99.77,729,2021-05-15T22:42:10Z,5,84.8
0.98,109.72,728,2021-05-15T22:41:24Z,4,89.61
0.98,120.29,727,2021-05-15T22:40:36Z,5,92.22
1,112.39,726,2021-05-15T22:39:56Z,4,73.05
0.98,108.63,725,2021-05-15T22:39:23Z,5,110.44
0.99,117.39,724,2021-05-15T22:38:34Z,5,121.3
0.98,113.69,723,2021-05-15T22:37:48Z,4,22.74
0.99,112.04,722,2021-05-15T22:37:29Z,4,80.29
0.98,109.96,721,2021-05-15T22:36:45Z,5,78.8
0.98,108.6,720,2021-05-15T22:36:08Z,5,63.35
0.98,108.47,719,2021-05-15T22:35:32Z,5,101.23
0.97,109.54,718,2021-05-15T22:34:53Z,4,62.08
0.98,110.12,717,2021-05-15T22:34:19Z,5,66.07
0.99,105.11,716,2021-05-15T22:33:43Z,4,173.44
0.98,110.32,715,2021-05-15T22:32:34Z,4,90.09
0.99,112.02,714,2021-05-15T21:57:39Z,5,108.29
1,123.98,713,2021-05-15T21:56:46Z,4,111.58
0.98,110.18,712,2021-05-15T21:56:10Z,5,77.13
0.99,113.62,711,2021-05-15T21:55:08Z,4,73.85
0.99,106.09,710,2021-05-15T21:54:36Z,5,63.65
0.98,111.99,709,2021-05-15T21:54:00Z,3,138.12
0.98,107.6,708,2021-05-15T19:44:24Z,5,197.26
0.99,115.37,707,2021-05-15T19:43:10Z,5,88.45
0.98,118.26,706,2021-05-15T19:42:30Z,5,68.98
0.98,114.18,705,2021-05-15T19:42:01Z,5,58.99
0.98,111.46,704,2021-05-15T19:41:29Z,5,78.02
